GeneId,Chr,Start,End,Strand,Length,Cp1,Cp2,Cp3,Cm1,Cm2,Cm3,WT1,WT2,WT3,dL1,dL3
tatAD_RBAM_002940,NC_009725.1,265468,265665,+,198,1,4,1,1,0,1,2,6,0,0,0
tatCD_RBAM_002950,NC_009725.1,265727,266452,+,726,7,11,4,8,8,6,13,14,4,0,3
pcp_RBAM_002960,NC_009725.1,266449,267096,-,648,114,135,128,193,178,164,281,299,187,117,229
ycbU_RBAM_002970,NC_009725.1,267168,268295,+,1128,27,47,32,26,30,60,65,149,30,8,51
lmrB_RBAM_002980,NC_009725.1,268331,269764,-,1434,16,34,15,23,36,31,60,45,25,10,42
lmrA_RBAM_002990,NC_009725.1,269807,270373,-,567,3,5,3,7,8,11,8,11,11,6,13
yccC_RBAM_003000,NC_009725.1,270551,271666,+,1116,20,13,12,14,17,36,28,68,27,11,21
lip_RBAM_003010,NC_009725.1,271863,272507,+,645,50,47,90,64,84,134,161,249,108,13,167
yccF_RBAM_003020,NC_009725.1,272644,273714,+,1071,139,249,160,107,143,265,219,425,195,59,203
yccK_RBAM_003030,NC_009725.1,273845,274777,+,933,186,392,177,264,282,365,546,592,324,77,362
ycdA_RBAM_003040,NC_009725.1,274821,275816,-,996,214,284,203,195,191,178,179,157,211,52,167
ycdB_RBAM_003050,NC_009725.1,275940,277343,+,1404,133,172,111,131,153,154,260,387,149,108,156
ycdC_RBAM_003060,NC_009725.1,277535,278902,+,1368,1861,2193,2393,1372,2006,3854,2553,4499,2802,996,3062
ycdD_RBAM_003070,NC_009725.1,278899,279402,-,504,37,39,49,10,27,38,12,83,15,4,28
rapJ_RBAM_003080,NC_009725.1,279512,280633,+,1122,839,1017,916,687,843,1347,1089,1957,887,566,1096
ycdF_RBAM_003090,NC_009725.1,280749,281528,+,780,114,160,29,325,328,114,513,154,314,332,521
ycdG_RBAM_003100,NC_009725.1,281612,283291,+,1680,27,34,11,45,48,29,43,27,38,34,64
ycdH_RBAM_003110,NC_009725.1,283477,284436,+,960,475,512,736,546,692,1113,495,1140,611,409,857
ycdI_RBAM_003120,NC_009725.1,284491,285186,+,696,24,27,14,16,29,22,22,72,29,16,17
yceA_RBAM_003130,NC_009725.1,285144,285983,+,840,19,16,22,17,16,22,41,83,26,8,22
yceB_RBAM_003140,NC_009725.1,286028,287023,-,996,24,40,16,49,52,58,75,91,51,23,56
yceC_RBAM_003150,NC_009725.1,287299,287895,+,597,315,343,443,321,362,441,430,661,343,326,460
yceD_RBAM_003160,NC_009725.1,287919,288500,+,582,270,443,379,331,358,308,519,557,324,303,410
yceE_RBAM_003170,NC_009725.1,288533,289111,+,579,232,424,212,252,281,177,646,548,257,111,289
yceF_RBAM_003180,NC_009725.1,289150,289923,+,774,386,828,386,245,345,379,1069,835,356,246,449
yceG_RBAM_003190,NC_009725.1,289996,291618,+,1623,438,609,380,253,317,253,352,426,283,234,315
yceH_RBAM_003200,NC_009725.1,291625,292713,+,1089,2633,2832,2992,2188,2342,2344,3214,2610,2802,2517,2984
yceI_RBAM_003210,NC_009725.1,292829,294031,+,1203,22,49,24,38,33,25,37,58,20,28,21
opuAA_RBAM_003220,NC_009725.1,294414,295670,+,1257,394,721,449,169,269,256,274,404,290,116,336
opuAB_RBAM_003230,NC_009725.1,295671,296519,+,849,112,214,124,37,44,73,161,153,55,41,76
opuAC_RBAM_003240,NC_009725.1,296519,297400,+,882,420,493,531,223,214,276,517,478,335,112,314
amhX_RBAM_003250,NC_009725.1,297435,298556,-,1122,162,271,107,169,200,154,325,227,231,88,277
ycgA_RBAM_003260,NC_009725.1,298828,300123,+,1296,15,34,16,15,23,28,46,56,23,9,22
ycgB_RBAM_003270,NC_009725.1,300215,300703,+,489,275,509,386,170,323,623,720,1637,326,154,405
amyE_RBAM_003280,NC_009725.1,300933,302912,+,1980,113,276,258,249,343,278,2057,1586,1771,1167,1954
ldh_RBAM_003290,NC_009725.1,303182,304135,+,954,1444,2501,1380,1137,1880,1640,2716,2656,1960,688,2637
mdr_RBAM_003300,NC_009725.1,304177,305709,-,1533,282,617,375,556,611,1090,1089,1088,608,232,856
ycgE_RBAM_003310,NC_009725.1,305823,306284,+,462,11,22,30,22,25,53,32,81,18,26,47
ycgF_RBAM_003320,NC_009725.1,306348,306977,+,630,6,10,10,3,16,18,12,39,11,3,7
yqcI_RBAM_003330,NC_009725.1,307042,307803,+,762,10,20,20,8,6,24,21,55,9,5,11
ycgH_RBAM_003340,NC_009725.1,307805,309133,-,1329,2,2,4,2,2,5,5,6,2,1,5
ycgI_RBAM_003350,NC_009725.1,309258,309854,+,597,4,5,2,2,4,8,9,13,5,2,6
nadE_RBAM_003360,NC_009725.1,309989,310807,+,819,1093,1266,559,1176,1213,1024,1509,1374,1082,557,1381
lci_RBAM_003370,NC_009725.1,310858,311142,-,285,748,694,467,468,652,1144,1655,1312,1133,165,1415
tmrB_RBAM_003380,NC_009725.1,311322,311918,-,597,68,43,65,132,117,122,77,127,106,31,147
RBAM_003390,NC_009725.1,311970,312758,-,789,157,263,33,399,408,181,461,160,345,86,619
ycbE_RBAM_003400,NC_009725.1,312977,314287,+,1311,0,7,6,4,8,3,12,24,2,3,4
aroK_RBAM_003410,NC_009725.1,314413,314973,+,561,165,154,268,137,184,365,166,514,168,57,199
cah_RBAM_003420,NC_009725.1,315114,316070,+,957,71,81,111,72,99,182,94,250,81,12,81
ycgL_RBAM_003430,NC_009725.1,316136,316921,+,786,61,70,56,33,53,58,73,90,45,12,60
ycgM_RBAM_003440,NC_009725.1,317043,318020,+,978,931,1152,658,2388,2976,1950,2383,2413,2558,1726,3374
ycgN_RBAM_003450,NC_009725.1,318038,319585,+,1548,2054,3133,1453,5806,7017,4796,7975,6599,5906,3557,7782
ycgO_RBAM_003460,NC_009725.1,319824,321131,+,1308,178,235,168,425,602,750,1383,2445,512,412,763
ycgP_RBAM_003470,NC_009725.1,321289,322524,+,1236,1658,1314,1542,2112,2358,2742,2307,2696,2511,882,3411
ycgT_RBAM_003480,NC_009725.1,322722,323732,+,1011,19,53,49,42,67,87,136,192,75,32,62
nasF_RBAM_003490,NC_009725.1,323788,325227,-,1440,232,192,192,167,176,164,204,193,203,78,242
nasE_RBAM_003500,NC_009725.1,325294,325614,-,321,534,230,267,381,323,265,300,321,264,292,315
nasD_RBAM_003510,NC_009725.1,325635,328052,-,2418,640,660,520,488,560,488,770,681,652,397,657
nasC_RBAM_003520,NC_009725.1,328172,330304,-,2133,4,6,4,4,10,3,3,11,11,2,5
nasB_RBAM_003530,NC_009725.1,330297,332624,-,2328,15,15,12,10,12,19,26,22,16,20,19
nasA_RBAM_003540,NC_009725.1,332805,334010,+,1206,6,8,0,4,6,3,20,21,4,2,3
yciC_RBAM_003550,NC_009725.1,334199,335401,+,1203,2,4,5,1,2,3,1,4,1,0,1
RBAM_003560,NC_009725.1,335466,336602,+,1137,144,249,182,207,253,361,279,356,236,108,318
yckC_RBAM_003570,NC_009725.1,336617,337051,+,435,561,991,896,494,803,1617,964,1614,832,278,980
yckD_RBAM_003580,NC_009725.1,337124,337447,+,324,11,6,5,13,28,19,11,12,9,10,18
yckE_RBAM_003590,NC_009725.1,337551,338987,+,1437,126,139,129,187,161,267,232,367,183,75,243
nin_RBAM_003600,NC_009725.1,339028,339426,-,399,52,89,123,44,74,94,100,146,76,22,96
nucA_RBAM_003610,NC_009725.1,339447,339884,-,438,212,204,300,184,210,283,239,460,199,104,265
hxlB_RBAM_003620,NC_009725.1,340243,340800,-,558,33,28,37,73,81,81,93,75,79,18,87
hxlA_RBAM_003630,NC_009725.1,340797,341432,-,636,37,23,46,54,62,61,48,62,61,19,51
hxlR_RBAM_003640,NC_009725.1,341664,342026,+,363,27,35,62,22,30,122,51,145,53,16,59
srfAA_RBAM_003650,NC_009725.1,342618,353372,+,10755,6365,11241,6802,6681,7597,7360,12338,10025,7376,3439,8099
srfAB_RBAM_003660,NC_009725.1,353394,364154,+,10761,6524,10485,6307,6585,7136,6772,10783,8742,6759,3570,7454
comS_RBAM_003670,NC_009725.1,356503,356667,+,165,332,511,343,329,332,263,435,318,294,337,345
srfAC_RBAM_003680,NC_009725.1,364189,368025,+,3837,3886,5858,3598,4165,4319,4310,6741,5332,4377,2017,4592
srfAD_RBAM_003690,NC_009725.1,368045,368776,+,732,1199,1721,1165,1046,1245,1460,1929,1776,1436,277,1432
RBAM_003700,NC_009725.1,368898,370208,+,1311,465,622,412,626,679,679,1064,1506,679,353,861
RBAM_003710,NC_009725.1,370243,370638,-,396,107,138,113,90,110,132,122,160,93,18,114
ycxC_RBAM_003720,NC_009725.1,370778,371740,-,963,113,305,136,126,142,171,329,358,160,115,165
ycxD_RBAM_003730,NC_009725.1,371859,373169,+,1311,67,95,60,73,82,89,116,200,60,22,93
sfp_RBAM_003740,NC_009725.1,373164,373838,-,675,105,242,130,140,171,239,257,363,157,37,198
yczE_RBAM_003750,NC_009725.1,373937,374584,-,648,1,11,6,4,4,9,21,35,6,0,2
yckI_RBAM_003760,NC_009725.1,374666,375409,-,744,73,157,116,118,120,121,174,166,112,56,119
yckJ_RBAM_003770,NC_009725.1,375422,376111,-,690,8,35,18,24,31,30,49,45,28,14,41
yckK_RBAM_003780,NC_009725.1,376113,376910,-,798,43,52,62,83,110,83,100,93,100,39,96
yclA_RBAM_003790,NC_009725.1,377039,377911,-,873,148,203,116,150,193,204,234,187,151,86,206
yclB_RBAM_003800,NC_009725.1,377997,378617,+,621,6,12,1,6,6,4,8,4,3,6,7
yclC_RBAM_003810,NC_009725.1,378620,380041,+,1422,57,87,46,24,57,47,72,53,60,21,84
yclD1_RBAM_003820,NC_009725.1,380059,380286,+,228,28,63,36,29,37,30,31,23,50,18,30
yclD2_RBAM_003830,NC_009725.1,380301,380747,+,447,91,183,156,73,57,67,100,75,110,119,86
yclF_RBAM_003840,NC_009725.1,380790,382268,-,1479,209,459,286,517,558,750,867,1084,423,165,558
yclG_RBAM_003850,NC_009725.1,382547,384292,+,1746,7,4,13,15,11,16,18,33,10,6,18
yczF_RBAM_003860,NC_009725.1,384384,384605,-,222,0,3,0,0,0,0,0,1,0,0,0
gerKA_RBAM_003870,NC_009725.1,384728,386368,+,1641,1,2,0,0,0,3,2,1,0,2,1
gerKC_RBAM_003880,NC_009725.1,386355,387581,+,1227,1,6,1,0,5,2,3,6,2,3,1
gerKB_RBAM_003890,NC_009725.1,387606,388724,+,1119,6,5,2,4,5,4,14,14,6,1,7
yxeK_RBAM_003900,NC_009725.1,388896,390218,+,1323,17,6,6,17,12,4,2,12,7,7,7
yxeL_RBAM_003910,NC_009725.1,390232,390723,+,492,1,3,1,0,0,0,0,1,1,1,0
yxeM_RBAM_003920,NC_009725.1,390752,391543,+,792,14,14,17,17,14,12,14,15,19,8,34
yxeN_RBAM_003930,NC_009725.1,391566,392240,+,675,3,7,2,3,6,4,7,6,5,2,8
yxeO_RBAM_003940,NC_009725.1,392254,393003,+,750,5,7,5,9,11,8,12,8,5,7,4
yxeP_RBAM_003950,NC_009725.1,393021,394172,+,1152,12,29,6,18,12,18,31,42,17,9,19
yxeQ_RBAM_003960,NC_009725.1,394169,395515,+,1347,4,4,5,2,4,8,15,16,5,4,4
yclH_RBAM_003970,NC_009725.1,395619,396302,-,684,19,13,13,20,14,18,20,25,10,3,24
yclI_RBAM_003980,NC_009725.1,396317,397753,-,1437,15,26,28,7,9,18,11,18,11,10,17
yclJ_RBAM_003990,NC_009725.1,397966,398649,+,684,201,335,115,47,71,99,94,251,69,17,75
yclK_RBAM_004000,NC_009725.1,398639,400069,+,1431,1041,1089,993,797,908,1095,1271,1485,1039,504,1304
rapC_RBAM_004010,NC_009725.1,400222,401370,+,1149,2748,2190,2969,2477,3492,5241,4126,5942,3623,1056,4467
phrC_RBAM_004020,NC_009725.1,401360,401473,+,114,1468,1328,1300,1265,1873,2623,3166,4002,2347,612,2906
RBAM_004030,NC_009725.1,401622,401717,-,96,1,2,1,3,6,4,2,13,4,0,8
yclM_RBAM_004040,NC_009725.1,401812,403176,-,1365,32,51,42,39,55,75,86,101,54,20,70
yclN_RBAM_004050,NC_009725.1,403590,404543,+,954,112,167,153,64,87,311,136,490,57,41,110
yclO_RBAM_004060,NC_009725.1,404533,405480,+,948,35,58,43,14,45,62,72,147,46,15,42
yclP_RBAM_004070,NC_009725.1,405474,406232,+,759,119,125,158,84,140,172,134,249,151,56,140
yclQ_RBAM_004080,NC_009725.1,406254,407198,+,945,2825,2398,2650,3629,3990,3181,3772,3059,3930,2429,4985
ycnB_RBAM_004090,NC_009725.1,407240,408664,-,1425,64,164,86,82,84,109,220,195,101,28,112
ycnC_RBAM_004100,NC_009725.1,408682,409557,-,876,79,170,121,79,122,143,183,254,174,47,162
ycnD_RBAM_004110,NC_009725.1,409718,410464,-,747,850,1040,919,1287,1249,1211,1594,1322,1258,1085,1597
ycnE_RBAM_004120,NC_009725.1,410481,410768,-,288,272,440,403,331,342,354,274,332,353,180,360
yczG_RBAM_004130,NC_009725.1,410910,411224,+,315,75,158,199,60,133,291,151,467,124,27,131
gabR_RBAM_004140,NC_009725.1,411252,412661,-,1410,30,57,34,42,43,50,54,100,37,23,48
gabT_RBAM_004150,NC_009725.1,412865,414076,+,1212,3,8,4,5,7,8,13,15,12,1,8
gabD_RBAM_004160,NC_009725.1,414182,415570,+,1389,701,1447,1011,1488,1811,1985,2543,2535,2236,641,2296
glcU_RBAM_004170,NC_009725.1,415725,416588,+,864,0,4,1,2,1,1,1,2,1,1,1
gdh_RBAM_004180,NC_009725.1,416609,417394,+,786,3,4,3,2,4,7,7,12,3,1,6
ycnI_RBAM_004190,NC_009725.1,417440,418051,-,612,511,1175,613,612,946,1136,1629,1316,1127,315,1244
ycnJ_RBAM_004200,NC_009725.1,418064,419692,-,1629,340,755,494,456,576,704,899,1116,555,361,669
ycnK_RBAM_004210,NC_009725.1,419725,420297,-,573,218,375,313,182,316,475,431,704,300,133,377
ycnL_RBAM_004220,NC_009725.1,420477,420818,+,342,44,39,64,16,16,130,48,201,29,20,54
mtlA_RBAM_004230,NC_009725.1,421001,422434,+,1434,78,212,94,7,4,9,13,17,10,3,14
RBAM_004240,NC_009725.1,422460,422891,+,432,69,131,110,3,6,8,3,6,7,2,5
mtlD_RBAM_004250,NC_009725.1,422893,424014,+,1122,109,230,120,12,14,9,19,29,7,5,16
ycsD_RBAM_004260,NC_009725.1,424083,424478,+,396,110,283,115,55,94,207,251,264,154,24,134
ycsE_RBAM_004270,NC_009725.1,424809,425558,+,750,204,267,250,126,168,255,207,381,187,88,182
ycsF_RBAM_004280,NC_009725.1,425764,426528,+,765,56,58,43,122,155,119,227,263,115,177,219
ycsG_RBAM_004290,NC_009725.1,426551,427765,+,1215,37,43,25,61,62,83,129,150,53,49,84
ycsI_RBAM_004300,NC_009725.1,427770,428564,+,795,6,20,5,14,17,22,37,90,27,4,28
kipI_RBAM_004310,NC_009725.1,428594,429325,+,732,13,15,11,17,25,26,61,107,34,9,27
kipA_RBAM_004320,NC_009725.1,429322,430335,+,1014,11,30,18,18,28,23,96,109,30,21,37
kipR_RBAM_004330,NC_009725.1,430353,431102,+,750,28,59,32,39,63,65,104,145,64,38,96
ycsK_RBAM_004340,NC_009725.1,431167,431808,+,642,31,31,14,32,29,34,59,86,35,16,40
yczI_RBAM_004350,NC_009725.1,431974,432219,+,246,281,308,402,255,363,703,388,710,299,76,445
yczJ_RBAM_004360,NC_009725.1,432190,432510,-,321,229,221,166,446,460,348,507,347,358,199,542
pbpC_RBAM_004370,NC_009725.1,432667,434670,+,2004,560,681,779,498,572,643,629,859,660,236,764
ycsN_RBAM_004380,NC_009725.1,434784,435686,+,903,212,403,289,231,345,438,605,950,340,102,360
mtlR_RBAM_004390,NC_009725.1,435986,438070,+,2085,610,1016,801,319,482,483,409,580,465,207,653
ydaB_RBAM_004400,NC_009725.1,438292,439806,+,1515,819,1664,720,663,989,584,915,582,1123,416,1099
ydaD_RBAM_004410,NC_009725.1,439935,440825,+,891,20,91,13,48,72,141,105,35,97,73,143
ydaE_RBAM_004420,NC_009725.1,440838,441341,+,504,14,16,4,8,9,48,36,27,15,9,17
ydaF_RBAM_004430,NC_009725.1,441429,442052,+,624,694,672,441,906,1035,574,836,618,940,306,1161
ydaG_RBAM_004440,NC_009725.1,442059,442481,+,423,7442,9338,1977,9228,10357,5219,12986,5217,13541,4513,15109
ydaH_RBAM_004450,NC_009725.1,442979,443788,+,810,32,90,53,39,34,104,75,150,67,12,88
ydzA_RBAM_004460,NC_009725.1,443826,444116,-,291,287,360,221,354,400,584,744,650,383,173,526
lrpC_RBAM_004470,NC_009725.1,444293,444727,+,435,38,76,59,36,49,116,25,161,52,17,34
topB_RBAM_004480,NC_009725.1,444791,446977,+,2187,1141,1649,1392,1354,1636,1849,2030,2369,1931,753,2185
ydaJ_RBAM_004490,NC_009725.1,447211,448296,+,1086,2,16,6,9,9,6,29,15,13,11,16
ydaK_RBAM_004500,NC_009725.1,448277,449125,+,849,5,10,6,7,4,5,15,9,12,4,15
ydaL_RBAM_004510,NC_009725.1,449115,450842,+,1728,7,21,16,11,15,11,23,12,15,9,20
ydaM_RBAM_004520,NC_009725.1,450835,452097,+,1263,5,10,3,3,9,9,10,6,6,3,6
ydaN_RBAM_004530,NC_009725.1,452103,454208,+,2106,62,120,68,69,81,85,164,142,90,107,119
ydaO_RBAM_004540,NC_009725.1,454643,456463,+,1821,263,582,310,175,195,324,478,485,294,98,334
mutT_RBAM_004550,NC_009725.1,456517,456963,+,447,2,1,2,1,0,0,3,3,1,1,2
ydaP_RBAM_004560,NC_009725.1,457021,458742,+,1722,825,1019,144,826,889,452,1234,566,894,557,1323
RBAM_004570,NC_009725.1,458872,459294,-,423,282,196,336,144,224,603,257,581,213,109,313
ypzD_RBAM_004580,NC_009725.1,459731,459943,-,213,17,5,23,22,19,42,14,43,23,8,27
RBAM_004590,NC_009725.1,460247,460618,+,372,37,31,44,18,19,71,16,102,26,15,29
rapH_RBAM_004600,NC_009725.1,460927,462060,+,1134,1300,1392,1755,1472,1768,2400,1887,2399,1770,1404,2326
RBAM_004610,NC_009725.1,462188,462352,-,165,14,20,54,20,40,80,31,66,33,16,48
RBAM_004620,NC_009725.1,462542,462772,-,231,102,115,178,163,179,309,179,268,174,88,241
RBAM_004630,NC_009725.1,463153,463710,-,558,138,156,224,111,152,394,156,359,191,26,255
RBAM_004640,NC_009725.1,463807,464385,-,579,7802,5813,6700,4232,5927,11956,7807,12967,7893,1318,8941
RBAM_004650,NC_009725.1,464611,464877,-,267,70,171,93,39,110,253,246,540,119,13,162
mntH_RBAM_004660,NC_009725.1,464982,466256,-,1275,755,1539,962,663,1016,1664,2521,4035,1243,212,1213
RBAM_004670,NC_009725.1,466328,466552,-,225,33,37,34,32,46,54,45,51,34,15,56
RBAM_004680,NC_009725.1,466915,467268,+,354,1277,1686,1085,2390,2959,4213,5384,6501,3605,1157,4259
ydaT_RBAM_004690,NC_009725.1,467318,467542,-,225,1371,1698,579,995,1274,1060,1316,845,1445,558,1938
yvaD_RBAM_004700,NC_009725.1,467600,468007,-,408,46,111,188,68,67,112,82,123,81,53,85
yvaE_RBAM_004710,NC_009725.1,468004,468369,-,366,37,63,36,29,44,67,48,120,63,5,60
ydbA_RBAM_004720,NC_009725.1,468536,469342,+,807,59,71,95,57,78,142,99,155,75,60,95
gsiB_RBAM_004730,NC_009725.1,469443,469814,+,372,12475,7779,3874,9922,11033,7857,9540,5914,11778,10614,14672
ydbB_RBAM_004740,NC_009725.1,469949,470308,+,360,166,284,339,151,195,395,169,490,191,100,193
ydbC_RBAM_004750,NC_009725.1,470283,470642,+,360,183,323,367,167,218,477,241,632,222,95,241
ydbD_RBAM_004760,NC_009725.1,470679,471500,-,822,441,381,282,498,433,425,551,438,416,289,614
dctB_RBAM_004770,NC_009725.1,471586,472638,-,1053,73,115,114,104,105,165,126,236,126,54,139
dctS_RBAM_004780,NC_009725.1,472719,474341,+,1623,81,117,106,86,117,134,123,207,127,62,148
dctR_RBAM_004790,NC_009725.1,474316,474987,+,672,63,62,50,93,106,68,120,147,71,89,97
dctP_RBAM_004800,NC_009725.1,475096,476352,+,1257,224,430,297,399,429,540,717,1169,316,498,458
ydbI_RBAM_004810,NC_009725.1,476538,477587,+,1050,248,425,365,136,199,518,310,774,207,58,253
ydbJ_RBAM_004820,NC_009725.1,477689,478615,+,927,14,18,14,10,7,19,31,64,12,8,20
ydbK_RBAM_004830,NC_009725.1,478608,479375,+,768,31,48,30,31,26,33,71,62,25,12,43
ydbL_RBAM_004840,NC_009725.1,479470,479805,+,336,498,694,373,292,466,1284,1104,2060,613,154,909
ydbM_RBAM_004850,NC_009725.1,479960,481066,+,1107,21,25,23,20,26,33,55,77,35,4,31
ydbN_RBAM_004860,NC_009725.1,481093,481239,-,147,1,0,1,3,6,4,1,11,2,1,6
ydbO1_RBAM_004870,NC_009725.1,481619,482005,+,387,12,17,17,13,9,19,33,36,16,6,12
ydbO2_RBAM_004880,NC_009725.1,482005,482511,+,507,43,69,47,27,34,56,57,90,45,19,33
ydbP_RBAM_004890,NC_009725.1,482508,482825,-,318,2083,2136,2446,1393,1621,3052,2307,3237,2559,631,2728
ddl_RBAM_004900,NC_009725.1,483000,484064,+,1065,489,678,713,534,684,1234,1011,1598,965,171,1011
murF_RBAM_004910,NC_009725.1,484141,485511,+,1371,431,627,528,439,488,511,705,850,486,303,485
ydbR_RBAM_004920,NC_009725.1,485791,487326,+,1536,4016,5393,5467,4133,5219,7317,6651,9049,6660,2385,6817
ydbS_RBAM_004930,NC_009725.1,487440,487922,+,483,42,73,55,65,78,85,121,113,54,15,102
ydbT_RBAM_004940,NC_009725.1,487912,489378,+,1467,142,235,171,163,175,271,290,440,232,84,254
ydcA_RBAM_004950,NC_009725.1,489375,489974,-,600,261,423,302,234,340,612,495,685,255,104,373
acpS_RBAM_004960,NC_009725.1,490067,490432,+,366,20,30,26,8,13,19,9,35,13,5,13
ydcC_RBAM_004970,NC_009725.1,490597,491604,+,1008,79,86,83,106,151,115,98,112,110,63,96
alr_RBAM_004980,NC_009725.1,491721,492890,+,1170,605,1052,905,729,872,949,954,1206,767,395,828
ydcD_RBAM_004990,NC_009725.1,493010,493291,+,282,3797,6217,5825,2269,2990,7593,4259,7255,4064,1051,3839
ydcE_RBAM_005000,NC_009725.1,493297,493647,+,351,3398,4816,5125,2016,2620,6630,3432,6046,3681,629,3329
rsbR_RBAM_005010,NC_009725.1,493765,494586,+,822,878,1077,689,464,728,1201,692,1667,905,343,1025
rsbS_RBAM_005020,NC_009725.1,494591,494956,+,366,50,124,100,64,79,79,131,203,119,31,100
rsbT_RBAM_005030,NC_009725.1,494959,495360,+,402,242,292,231,197,233,298,369,626,278,123,342
rsbU_RBAM_005040,NC_009725.1,495372,496379,+,1008,336,314,408,277,344,543,391,639,393,125,460
rsbV_RBAM_005050,NC_009725.1,496443,496772,+,330,877,1329,425,802,1092,803,1514,1275,1427,509,1873
rsbW_RBAM_005060,NC_009725.1,496769,497251,+,483,1029,1050,322,826,918,597,1121,697,966,355,1122
sigB_RBAM_005070,NC_009725.1,497217,498005,+,789,1851,1945,632,1452,1588,1245,1937,1361,1787,716,2029
rsbX_RBAM_005080,NC_009725.1,498005,498607,+,603,1276,1137,554,836,927,934,1458,1139,1136,441,1279
ydcI_RBAM_005090,NC_009725.1,498680,500839,+,2160,428,578,464,364,422,563,552,654,539,310,562
RBAM_005100,NC_009725.1,500849,500962,-,114,3,2,2,1,1,9,1,6,2,3,1
ydcK_RBAM_005110,NC_009725.1,501062,501511,+,450,83,78,131,100,124,231,141,328,110,44,179
yrkL_RBAM_005190,NC_009725.1,502817,503341,+,525,1228,1684,3171,1568,1943,3103,2027,2884,2332,1004,2655
RBAM_005200,NC_009725.1,503529,503942,-,414,81,103,92,103,94,141,180,182,171,13,215
yddR_RBAM_005210,NC_009725.1,503986,504756,-,771,338,397,669,508,565,593,475,517,537,420,736
lrpA_RBAM_005220,NC_009725.1,504930,505340,+,411,136,82,230,181,219,400,207,347,183,77,290
RBAM_005230,NC_009725.1,505957,506769,+,813,71,89,158,163,145,295,129,239,151,44,222
RBAM_005240,NC_009725.1,506824,506958,+,135,48,59,118,100,84,186,91,129,137,10,149
RBAM_005250,NC_009725.1,507659,507811,+,153,498,624,490,496,587,956,802,643,825,112,1091
RBAM_005260,NC_009725.1,507980,509383,+,1404,1430,1708,2273,1445,1577,2761,1703,2100,1692,810,2235
RBAM_005270,NC_009725.1,509723,510037,+,315,2,3,7,2,6,13,7,11,6,2,10
yddJ_RBAM_005280,NC_009725.1,510198,510680,+,483,16,10,44,11,14,32,5,18,4,0,14
ydeM_RBAM_005290,NC_009725.1,510677,511102,+,426,340,183,455,131,168,702,129,577,184,79,272
RBAM_005300,NC_009725.1,511366,511707,-,342,119,89,222,169,249,294,139,181,232,49,304
ywnA1_RBAM_005310,NC_009725.1,512050,512493,-,444,116,78,121,63,106,180,75,201,104,12,127
ywnB_RBAM_005320,NC_009725.1,512691,513329,+,639,206,215,261,236,221,235,237,269,249,105,283
RBAM_005330,NC_009725.1,514054,514629,+,576,285,228,482,361,446,471,445,488,416,269,552
RBAM_005340,NC_009725.1,514687,515436,+,750,377,286,364,512,564,567,594,492,607,225,760
RBAM_005350,NC_009725.1,515761,516774,+,1014,141,137,134,234,244,155,220,192,236,203,320
RBAM_005360,NC_009725.1,517642,518616,-,975,572,589,815,849,964,1345,1057,1240,855,211,1096
RBAM_005370,NC_009725.1,518794,519129,+,336,144,111,349,47,89,302,52,332,103,28,123
RBAM_005380,NC_009725.1,519671,520699,-,1029,348,544,129,1091,1167,679,1168,502,1089,420,1660
RBAM_005390,NC_009725.1,521046,521201,+,156,65,41,59,14,16,85,17,73,20,4,41
cspC_RBAM_005400,NC_009725.1,521421,521624,+,204,6460,4771,3525,2093,2960,7882,7310,11132,7568,807,7943
ydeB_RBAM_005410,NC_009725.1,522288,522749,-,462,13297,5304,6964,6713,5829,7888,8705,6977,8109,3439,9509
yrkD_RBAM_005420,NC_009725.1,523350,523610,+,261,278,172,356,218,234,446,169,417,237,224,390
yrkE_RBAM_005430,NC_009725.1,523771,524253,+,483,3,5,4,10,12,11,7,8,5,0,12
RBAM_005440,NC_009725.1,524287,524655,+,369,4,3,4,3,3,8,4,7,4,3,16
yrkF_RBAM_005450,NC_009725.1,524715,525281,+,567,32,19,32,43,51,46,35,45,37,46,61
yrkH_RBAM_005460,NC_009725.1,525524,526411,+,888,113,116,108,156,175,153,192,147,224,216,264
yrkI_RBAM_005470,NC_009725.1,526445,526672,+,228,91,41,45,109,121,102,109,129,117,68,151
yrkJ_RBAM_005480,NC_009725.1,526732,527508,+,777,22,27,11,14,15,31,29,43,20,1,34
racX_RBAM_005490,NC_009725.1,528210,528890,+,681,540,368,653,652,701,1179,636,1006,665,262,899
RBAM_005500,NC_009725.1,528998,529567,-,570,197,258,402,377,405,601,443,579,397,273,468
RBAM_005510,NC_009725.1,529554,529871,-,318,71,122,255,106,155,265,129,294,129,85,143
